description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
block of flats,Espoo,Suurpelto,Likusterikatu1D,60.191225,24.741424,Available from 12/1/21,1099.00,58.50,18.79,3h,sauna
block of flats,Espoo,Suurpelto,SuurpellonPuistokatu6A-C,60.185172,24.743572,Available on agreement,1074.34,78.00,13.77,3h,sauna
block of flats,Espoo,Suurpelto,Suurpellonpuistokatu4,60.184761,24.743726,Available immediately,1055.00,65.00,16.23,3h,sauna
block of flats,Espoo,Suurpelto,Suurpellonpuistokatu4,60.184761,24.743726,Available immediately,1084.00,67.50,16.06,3h,sauna
block of flats,Espoo,Suurpelto,Suurpellonpuistokatu4,60.184761,24.743726,Available immediately,1095.00,68.50,15.99,3h,sauna
block of flats,Espoo,Suurpelto,Suurpellonpuistokatu4,60.184761,24.743726,Available immediately,1116.00,67.00,16.66,3h,sauna
block of flats,Espoo,Tuomarila,Kulovalkeantie21,60.207298,24.686877,Available immediately,1224.00,67.00,18.27,3h,sauna
block of flats,Espoo,Tuomarila,Ratalaaksonkuja14,60.206217,24.677983,Available from 12/1/21,1195.00,67.50,17.70,3h,sauna
block of flats,Espoo,Tuomarila,Ratalaaksonkuja14,60.206217,24.677983,Available immediately,1195.00,68.50,17.45,3h,sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,1260.00,68.00,18.53,3h,sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,1300.00,68.00,19.12,3h,sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10D,60.214496,24.832756,Available immediately,1265.00,63.00,20.08,3h,sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10D,60.214496,24.832756,Available immediately,1270.00,63.00,20.16,3h,sauna
block of flats,Espoo,Vermonniitty,Perilänniitty2,60.20956,24.65104,Available from 1/3/22,1279.00,66.00,19.38,3h,sauna
block of flats,Espoo,Vermonniitty,Perilänniitty2,60.20956,24.65104,Available from 1/3/22,1295.00,69.00,18.77,3h,sauna
block of flats,Espoo,Vermonniitty,Perilänniitty2,60.20956,24.65104,Available from 1/3/22,1320.00,69.00,19.13,3h,sauna
block of flats,Espoo,Vermonniitty,Perilänniitty2,60.20956,24.65104,Available from 12/1/21,1320.00,69.50,18.99,3h,sauna
block of flats,Espoo,Vermonniitty,Perilänniitty2,60.20956,24.65104,Available immediately,1320.00,69.50,18.99,3h,sauna
block of flats,Espoo,Perkkaa,Perkkaantie3,60.218008,24.81752,Available from 12/1/21,1276.00,67.50,18.90,3h,sauna
block of flats,Espoo,Vermonniitty,Runoratsunkatu1,60.20956,24.65104,Available immediately,1250.00,68.00,18.38,3h,sauna
block of flats,Espoo,Karakallio,Karakalliontie1L,60.229283,24.777225,Available immediately,923.17,58.00,15.92,3h,no_sauna
block of flats,Espoo,Karakallio,Karakalliontie1L,60.229283,24.777225,Available immediately,930.36,58.00,16.04,3h,no_sauna
block of flats,Espoo,Leppävaara,Nikkarinkuja5,60.646788,22.585158,Available from 12/1/21,3068.00,70.00,43.83,3h,no_sauna
block of flats,Espoo,Leppävaara,Porarinkatu2,60.22063,24.809466,Available immediately,2685.00,72.00,37.29,3h,no_sauna
block of flats,Espoo,Olari,Piispanpiha4,60.167557,24.735159,Available from 12/31/21,2525.00,74.00,34.12,3h,no_sauna
block of flats,Espoo,Olari,Puolikuu2,60.167557,24.735159,Available from 1/26/22,2522.00,71.00,35.52,3h,no_sauna
block of flats,Espoo,Tapiola,Jousenkaari5,60.175487,24.803185,Available from 12/7/21,2522.00,60.00,42.03,3h,no_sauna
block of flats,Espoo,Matinkylä,Liisankuja4,61.073291,28.272285,Available from 12/7/21,2025.00,80.00,25.31,3h,no_sauna
block of flats,Espoo,Tapiola,Kelohongantie11A,60.175487,24.803185,Available from 12/1/21,1100.00,59.50,18.49,3h,no_sauna
block of flats,Espoo,Espoonlahti,AmiraalinPuistotie8B,60.151215,24.663666,Available immediately,1250.00,69.50,17.99,3h,no_sauna
block of flats,Espoo,Olari,Ilmakuja5,60.167557,24.735159,Available from 12/2/21,2522.00,81.00,31.14,3h,no_sauna
block of flats,Espoo,Tapiola,"Hakarinne2M165,02100Espoo",60.175487,24.803185,,1200.00,62.00,19.35,3h,no_sauna
block of flats,Espoo,Matinkylä,Leilankuja4,60.153906,24.742688,"Available immediately|Display 11/29/21 
                  
     ",1029.00,74.50,13.81,3h,no_sauna
block of flats,Espoo,Perkkaa,Kirjurinkuja1,60.218008,24.81752,Available from 12/1/21,2206.00,65.00,33.94,3h,no_sauna
block of flats,Espoo,Espoonkeskus,Reviisorinkatu10,60.206052,24.667563,Available from 12/31/21,2358.00,78.00,30.23,3h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/15/21,1350.00,69.50,19.42,3h,no_sauna
block of flats,Espoo,Karakallio,Karakalliontie5,60.229283,24.777225,,2025.00,71.00,28.52,3h,no_sauna
block of flats,Espoo,Leppävaara,Ratsukatu8,60.22063,24.809466,Available from 12/10/21,2519.00,70.00,35.99,3h,no_sauna
block of flats,Espoo,Olari,Piispanpiha4,60.167557,24.735159,Available from 12/1/21,2525.00,65.00,38.85,3h,no_sauna
block of flats,Espoo,Kivenlahti,Tyrskyvuori15,60.150735,24.637088,Available from 1/1/22,2500.00,106.50,23.47,4h,no_sauna
block of flats,Espoo,Karakallio,Kotkatie6A,60.229283,24.777225,Available from 1/1/22,1329.00,97.00,13.70,4h,no_sauna
block of flats,Espoo,Kauklahti,Hansatie4I,60.184653,24.601151,Available from 1/1/22,1259.00,93.00,13.54,4h,no_sauna
block of flats,Espoo,Kivenlahti,Jälkimaininki4,60.15724,24.641398,Available immediately,1285.00,89.00,14.44,4h,no_sauna
block of flats,Espoo,Kivenlahti,Kivenlahdenkatu5,60.15724,24.641398,Available immediately,1335.00,100.50,13.28,4h,no_sauna
block of flats,Espoo,Laajalahti,Kaukolantie17,60.201695,24.782751,Available from 12/1/21,1540.00,85.00,18.12,4h,no_sauna
block of flats,Espoo,Soukka,Soukankaari11D,60.140563,24.668295,Available from 1/1/22,1319.00,94.00,14.03,4h,no_sauna
block of flats,Espoo,Suurpelto,Maakirjantie2,60.184082,24.742871,Available from 12/16/21,1202.29,86.00,13.98,4h,no_sauna
block of flats,Espoo,Suurpelto,Maakirjantie2,60.184082,24.742871,Available immediately,1215.51,86.00,14.13,4h,no_sauna
block of flats,Espoo,Tapiola,Tietäjäntie11A,60.175487,24.803185,Available from 12/1/21,1650.00,94.00,17.55,4h,no_sauna
block of flats,Espoo,Kivenlahti,Maininkitie12B,60.15724,24.641398,Available from 12/19/21,1225.00,98.00,12.50,4h,no_sauna
block of flats,Espoo,Tapiola,Hakamäki2B,60.175487,24.803185,Available immediately,1340.00,83.00,16.14,4h,no_sauna
block of flats,Espoo,Haukilahti,Hauenkalliontie12-14H,60.161137,24.770218,Available immediately,1390.00,83.50,16.65,4h,no_sauna
block of flats,Espoo,Gumböle,Hirvisuontie5A07,60.217281,24.628092,Available immediately,912.07,84.50,10.79,4h,sauna
block of flats,Espoo,Gumböle,Hirvisuontie5B30,60.217281,24.628092,Available immediately,920.99,84.50,10.90,4h,sauna
block of flats,Espoo,Gumböle,Rintamäentanhua5D31,60.20956,24.65104,Available immediately,979.68,81.50,12.02,4h,sauna
block of flats,Espoo,Kilo,Kilonpurontie2,60.216029,24.784724,Available from 12/31/21,1064.55,86.00,12.38,4h,sauna
block of flats,Espoo,Kilo,Ruotutorppa8B,60.218008,24.777929,Available from 1/1/22,1313.00,81.50,16.11,4h,sauna
block of flats,Espoo,Kilo,Trillakatu3,60.217903,24.78615,Available immediately,1035.59,93.00,11.14,4h,sauna
block of flats,Espoo,Leppävaara,Kyyhkysmäki24,60.22063,24.809466,Available from 12/22/21,1103.07,83.00,13.29,4h,sauna
block of flats,Espoo,Leppävaara,Kyyhkysmäki24,60.22063,24.809466,Available immediately,1091.66,83.00,13.15,4h,sauna
block of flats,Espoo,Leppävaara,Postipuuntie10,60.22063,24.809466,Available from 12/15/21,1495.00,93.00,16.08,4h,sauna
block of flats,Espoo,Leppävaara,Säterinrinne2A07,60.22063,24.809466,Available from 2/10/22,1203.89,91.50,13.16,4h,sauna
block of flats,Espoo,Leppävaara,Zanseninkuja6A,60.22063,24.809466,Available from 1/1/22,1495.00,81.50,18.34,4h,sauna
block of flats,Espoo,Mäkkylä,Adjutantinkatu3C,60.221627,24.834885,Available from 1/1/22,1628.00,80.00,20.35,4h,sauna
block of flats,Espoo,Mäkkylä,Adjutantinkatu3C,60.221627,24.834885,Available on agreement,1595.00,80.00,19.94,4h,sauna
block of flats,Espoo,Soukka,Soukankaari12A,60.139603,24.667894,Available from 2/1/22,1395.00,84.00,16.61,4h,sauna
block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,1340.00,77.00,17.40,4h,no_sauna
block of flats,Espoo,Matinkylä,Kaisankuja1,61.12302,22.138648,Available from 12/15/21,1425.00,66.00,21.59,4h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu22F,60.15789,24.740306,Available immediately,1479.62,96.00,15.41,4h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1600.00,78.50,20.38,4h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1610.00,78.50,20.51,4h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1620.00,78.50,20.64,4h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1630.00,78.50,20.76,4h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1640.00,78.50,20.89,4h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1650.00,78.50,21.02,4h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1680.00,78.50,21.40,4h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,1345.00,66.00,20.38,4h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,1350.00,66.00,20.45,4h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,1355.00,66.00,20.53,4h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu1A,60.168787,24.618827,Available from 1/1/22,1350.00,84.50,15.98,4h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu1B,60.168787,24.618827,Available from 1/1/22,1343.00,83.50,16.08,4h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1062.18,83.00,12.80,4h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1073.42,83.00,12.93,4h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1094.50,83.00,13.19,4h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1105.74,83.00,13.32,4h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu22A27,60.15789,24.740306,,1380.00,66.00,20.91,4h,no_sauna
block of flats,Espoo,Kauklahti,Valkamanpelto3,60.190343,24.585406,Available from 1/3/22,1260.00,72.00,17.50,4h,sauna
block of flats,Espoo,Kivenlahti,Marinportti3,60.15724,24.641398,Available from 1/1/22,1560.00,92.00,16.96,4h,sauna
block of flats,Espoo,Suurpelto,Maakirjantie1,65.025238,25.564818,Available immediately,1465.00,82.50,17.76,4h,sauna
block of flats,Espoo,Vermonniitty,Perilänniitty2,60.20956,24.65104,Available from 1/3/22,1475.00,82.50,17.88,4h,sauna
block of flats,Espoo,Vermonniitty,Perilänniitty3A,60.20956,24.65104,Available from 1/10/22,1500.00,81.00,18.52,4h,sauna
block of flats,Espoo,Viherlaakso,Rajamännynkuja3C,60.22793,24.742582,Available immediately,1548.00,100.00,15.48,4h,no_sauna
block of flats,Espoo,Matinkylä,Matinniitynkuja7,60.159644,24.742024,Available from 12/10/21,2698.00,98.00,27.53,4h,no_sauna
block of flats,Espoo,Rastaala,Ratamotie6,60.754326,24.775135,,2862.00,89.00,32.16,4h,no_sauna
block of flats,Espoo,Kivenlahti,Aallonhuippu8,60.15724,24.641398,Available from 12/7/21,2592.00,97.00,26.72,4h,no_sauna
block of flats,Espoo,Leppävaara,Nikkarinkuja5,60.646788,22.585158,Available from 12/17/21,3706.00,112.00,33.09,4h,no_sauna
block of flats,Espoo,Matinkylä,Liisankuja2,60.15304,24.744045,Available from 12/2/21,2690.00,98.50,27.31,4h,no_sauna
block of flats,Espoo,Kuitinmäki,Kääntöpiiri2,60.20956,24.65104,Available on agreement,1600.00,124.00,12.90,5h,no_sauna
block of flats,Espoo,Mäkkylä,Adjutantinkatu3A,60.221627,24.834885,Available from 1/1/22,1870.00,100.50,18.61,5h,sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1087.47,85.00,12.79,5h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1098.71,85.00,12.93,5h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1109.95,85.00,13.06,5h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1121.19,85.00,13.19,5h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1132.43,85.00,13.32,5h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1142.27,85.00,13.44,5h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1153.51,85.00,13.57,5h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,1164.75,85.00,13.70,5h,no_sauna
block of flats,Espoo,Kivenlahti,Aallonhuippu10,60.15724,24.641398,Available from 12/2/21,3214.00,114.50,28.07,5h,no_sauna
detached house,Espoo,Tapiola,Sateentie2A6,60.175487,24.803185,Available immediately,690.00,20.00,34.50,1h,no_sauna
detached house,Espoo,Näkinkylä,Hämäläistentie35,60.202606,24.606738,Available from 1/28/22,913.00,83.00,11.00,2h,sauna
detached house,Espoo,Otaniemi,Kivimiehentie2,60.179189,24.828084,Available from 12/1/21,1160.00,51.00,22.75,2h,no_sauna
detached house,Espoo,Kilo,Haarniskakuja6Ja10,60.20956,24.65104,Available from 2/11/22,975.38,73.50,13.27,3h,sauna
detached house,Espoo,Laajalahti,Hiitolantie10,60.201695,24.782751,Available from 2/12/22,1116.27,76.50,14.59,3h,sauna
detached house,Espoo,Pisa,Finnoontie36,60.174963,24.686537,Available from 12/17/21,1047.94,78.00,13.44,3h,sauna
detached house,Espoo,Pisa,Finnoontie36,60.174963,24.686537,Available from 12/28/21,1047.94,78.00,13.44,3h,sauna
detached house,Espoo,Nuottalahti,Verkkokuja6-8,60.151804,24.737169,Available from 2/11/22,1761.60,120.00,14.68,5h,sauna
detached house,Espoo,Friisilä,Tähdenlennonkuja4B,60.161754,24.717246,Available from 1/1/22,2200.00,179.00,12.29,5h,no_sauna
row house,Espoo,Lintuvaara,Lintukorvenkuja1,60.231084,24.804731,Available immediately,999.00,56.00,17.84,2h,sauna
row house,Espoo,Puolarmetsä,Pisanniitty2,60.20956,24.65104,Available from 12/13/21,803.84,62.00,12.97,2h,sauna
row house,Espoo,Saunalahti,Pohjoisviitta1B,60.165934,24.612039,Available from 12/1/21,1020.00,61.00,16.72,2h,sauna
row house,Espoo,Vanttila,Mesimäki10,60.18524,24.617112,Available from 12/3/21,824.41,59.00,13.97,2h,sauna
row house,Espoo,Lintuvaara,Lintukorvenkuja1,60.231084,24.804731,Available from 1/1/22,899.00,40.50,22.20,2h,sauna
row house,Espoo,Saunalahti,Pohjoisviitta1B,60.165934,24.612039,Available from 12/1/21,854.00,49.00,17.43,2h,sauna
row house,Espoo,Nöykkiö,Viittakorpi2,60.166314,24.682416,Available from 1/1/22,927.30,59.00,15.72,2h,sauna
row house,Espoo,Saunalahti,Pohjoisviitta1B,60.165934,24.612039,Available immediately,851.00,47.00,18.11,2h,sauna
row house,Espoo,Mankkaa,Seilimäki25C,60.188913,24.767684,Available immediately,1247.00,95.00,13.13,3h,no_sauna
row house,Espoo,Iivisniemi,Norppatie9,60.147467,24.698379,Available from 12/31/21,1106.47,80.00,13.83,3h,sauna
row house,Espoo,Jouppi,Joupinmäensyrjä3,60.202584,24.672104,Available from 2/11/22,893.35,84.50,10.57,3h,sauna
row house,Espoo,Karhusuo,Ylämyllyntie9C18,60.22542,24.657916,Available from 2/13/22,841.11,73.00,11.52,3h,sauna
row house,Espoo,Karhusuo,Ylämyllyntie9C20,60.22542,24.657916,Available immediately,841.11,73.00,11.52,3h,sauna
row house,Espoo,Kauklahti,Hansakallionkuja6C09,60.184653,24.601151,Available from 1/21/22,947.70,77.50,12.23,3h,sauna
row house,Espoo,Lintuvaara,Peukaloisenpolku1,60.492212,22.101011,Available immediately,971.52,73.50,13.22,3h,sauna
row house,Espoo,Matinkylä,Koukkuniementie10,62.891024,25.212759,Available immediately,2010.00,106.00,18.96,3h,sauna
row house,Espoo,Miilukorpi,Sysimaa7,60.226437,24.653491,Available from 12/31/21,909.12,85.00,10.70,3h,sauna
row house,Espoo,Miilukorpi,Sysimaa7,60.226437,24.653491,Available immediately,909.12,85.00,10.70,3h,sauna
row house,Espoo,Muurala,Espoontie12,60.214844,24.652692,Available from 2/1/22,865.90,68.00,12.73,3h,sauna
row house,Espoo,Vanttila,Mesimäki10,60.18524,24.617112,Available from 2/20/22,980.49,73.00,13.43,3h,sauna
row house,Espoo,Niipperi,Suopurontie3D09,60.20956,24.65104,Available from 5/1/22,1064.28,91.50,11.63,3h,no_sauna
row house,Espoo,Kauklahti,Fickenkuja4A,60.184653,24.601151,Available from 2/4/22,956.03,79.00,12.10,3h,sauna
row house,Espoo,Latokaski,Kaskimaa4,60.177974,24.666652,Available immediately,1174.09,88.00,13.34,4h,no_sauna
row house,Espoo,,Lintukorpi13,60.231077,24.80325,Available from 2/16/22,1223.89,92.00,13.30,4h,sauna
row house,Espoo,Iivisniemi,Arttelikuja1,60.146322,24.70435,Available immediately,1313.81,92.50,14.20,4h,sauna
row house,Espoo,Karhusuo,Miilumäki4,60.223067,24.654923,Available from 12/22/21,1138.82,103.50,11.00,4h,sauna
row house,Espoo,Karhusuo,Pihkametsä8,60.222295,24.649345,Available from 1/6/22,1060.49,96.00,11.05,4h,sauna
row house,Espoo,Kauklahti,Voudinkuja3,60.614789,24.846724,Available from 1/29/22,1157.23,94.00,12.31,4h,sauna
row house,Espoo,Kurttila,Nahkasuutarintie7B,60.180668,24.605197,Available from 2/18/22,1033.72,86.00,12.02,4h,sauna
row house,Espoo,Laurinlahti,Ristiniementie16,60.14016,24.64352,Available from 1/17/22,1244.76,93.00,13.38,4h,sauna
row house,Espoo,Laurinlahti,Ristiniementie16,60.14016,24.64352,Available from 2/17/22,1256.94,93.00,13.52,4h,sauna
row house,Espoo,Laurinlahti,Ristiniementie20,62.469883,29.367377,Available from 12/7/21,1259.45,92.00,13.69,4h,sauna
row house,Espoo,Niipperi,Suopurontie3F19,60.285158,24.744246,Available from 12/13/21,1085.45,93.00,11.67,4h,sauna
row house,Espoo,Saarniraivio,Saarniraiviontie5,60.20956,24.65104,Available from 1/1/22,1579.00,100.00,15.79,4h,sauna
row house,Espoo,Westend,Mäenrinne8,60.166728,24.799455,Available immediately,3600.00,184.00,19.57,5h,no_sauna
row house,Espoo,,Lintukorpi13,60.231077,24.80325,Available on agreement,1381.54,105.00,13.16,5h,sauna
row house,Espoo,,Mindeninkuja2,60.196654,24.604483,Available from 2/1/22,1282.47,109.00,11.77,5h,sauna
row house,Espoo,Kilo,Kilonrinne5,60.220023,24.778641,Available from 2/4/22,1335.12,104.50,12.78,5h,sauna
row house,Espoo,Laurinlahti,Ristiniementie16,60.14016,24.64352,Available from 12/14/21,1410.31,106.00,13.30,5h,sauna
row house,Espoo,Miilukorpi,Pihkakuja4D14,60.20956,24.65104,Available immediately,1321.49,108.00,12.24,5h,sauna
row house,Espoo,Niipperi,Juvanpuistonkuja,60.20956,24.65104,Available from 2/27/22,1245.92,111.00,11.22,5h,sauna
row house,Espoo,Nuottalahti,Nuottalahdentie30,60.150779,24.726813,Available from 2/19/22,1643.87,109.00,15.08,5h,sauna
semi-detached house,Espoo,Espoonlahti,"Näkinkaari10B,02320Espoo",60.144281,24.654521,Available immediately,700.00,46.00,15.22,1h,no_sauna
semi-detached house,Espoo,Friisilä,Tähdenlennonkuja,60.161754,24.717246,Available immediately,800.00,50.00,16.00,1h,no_sauna
semi-detached house,Espoo,Karhusuo,Patokuja6E11,60.222786,24.67243,Available from 2/1/22,929.77,78.00,11.92,3h,sauna
semi-detached house,Espoo,Perusmäki,Lavaniityntie4,60.286464,24.724435,Available immediately,2033.00,53.00,38.36,3h,no_sauna
semi-detached house,Espoo,,Isäntärengintie6,60.20956,24.65104,Available from 12/3/21,2007.00,60.00,33.45,3h,no_sauna
semi-detached house,Espoo,Perusmäki,Purolaakso9B,60.283632,24.750122,Available immediately,1282.00,87.50,14.65,4h,no_sauna
semi-detached house,Espoo,Mankkaa,Taavinharju16,60.19705,24.762314,Available from 12/13/21,1349.93,97.00,13.92,4h,sauna
semi-detached house,Espoo,Niipperi,Nikunmäentie1,60.268443,24.749085,Available from 1/31/22,1059.69,93.50,11.33,4h,sauna
semi-detached house,Espoo,Vanttila,Peltomiehentie7,60.187519,24.62445,Available from 12/1/21,1575.00,99.50,15.83,4h,sauna
semi-detached house,Espoo,,Örkkiniityntie17,60.299388,24.751228,Available from 1/28/22,1235.52,104.00,11.88,4h,sauna
semi-detached house,Espoo,Perusmäki,Lavaniityntie2,60.285979,24.724975,Available from 12/20/21,2447.00,80.00,30.59,4h,no_sauna
semi-detached house,Espoo,Nupuri,Myllärintie7,61.479911,21.713638,Available from 12/2/21,2681.00,67.00,40.01,4h,no_sauna
