Column 1,Column 2,Column 3,Column 4,Column 5
"1,754 €/m","block of flats, 46 m²",,"Espoo
    , Lintuvaara 
 
    , Lintuvaarantie 21",Available from 12/7/21
936 €/m,"block of flats, 57 m²",2H+KT,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 3",Available immediately
"1,190 €/m","block of flats, 72.5 m²",3H+K+S,"Espoo
    , Ymmersta 
 
    , Ullantorpantie 1",Available from 12/1/21
"1,720 €/m","semi-detached house, 116 m²",5h+k+s,"Espoo
    , Sepänkylä 
 
    , Peuramäenkuja 3",Available immediately
684.73 €/m,"block of flats, 56.5 m²",2H+K+S,"Espoo
    , Saunalahti 
 
    , Kummelivuorentie 6",Available from 1/30/22
950 €/m,"block of flats, 44 m²","2h, kt, vh, kh, lasitettu parv","Espoo
    , Olari 
 
    , Piispanportti 9",Available from 12/1/21
986 €/m,"block of flats, 46 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Niittyportinpolku 2 B",Available from 1/1/22
"1,102 €/m","block of flats, 50.5 m²",2H+K+S+P,"Espoo
    , Leppävaara 
 
    , Ratsukatu 4 A",Available from 1/1/22
850 €/m,"balcony access block, 58 m²",2h+k+s,"Espoo
    , Järvenperä 
 
    , Aurorankuja 5",Available from 12/16/21
748 €/m,"block of flats, 26 m²",1h+kt+p,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
843 €/m,"block of flats, 37 m²",2h+kt+ransk,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
853 €/m,"block of flats, 37 m²",2h+kt+ransk,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
924 €/m,"block of flats, 45.5 m²",2h+kt+p,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
815 €/m,"block of flats, 33.5 m²",2h+kt+ransk,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
852 €/m,"block of flats, 47.5 m²",1h+tpk,"Espoo
    , Niittymaa 
 
    , Malmiportti 4 A",Available from 1/1/22
798 €/m,"block of flats, 31 m²",1H+KK,"Espoo
    , Espoon keskus 
 
    , Asemakuja 1",Available immediately
740.89 €/m,"block of flats, 48.5 m²",2H+K,"Espoo
    , Ymmersta 
 
    , Ullantorppa 2",Available from 1/1/22
950 €/m,"block of flats, 44 m²","2h, kt, vh, kh, lasitettu parv","Espoo
    , Olari 
 
    , Piispanportti 9",Available from 12/1/21
986 €/m,"block of flats, 46 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Niittyportinpolku 2 B",Available from 1/1/22
"1,102 €/m","block of flats, 50.5 m²",2H+K+S+P,"Espoo
    , Leppävaara 
 
    , Ratsukatu 4 A",Available from 1/1/22
850 €/m,"balcony access block, 58 m²",2h+k+s,"Espoo
    , Järvenperä 
 
    , Aurorankuja 5",Available from 12/16/21
843 €/m,"block of flats, 37 m²",2h+kt+ransk,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
815 €/m,"block of flats, 33.5 m²",2h+kt+ransk,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
924 €/m,"block of flats, 45.5 m²",2h+kt+p,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
853 €/m,"block of flats, 37 m²",2h+kt+ransk,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
748 €/m,"block of flats, 26 m²",1h+kt+p,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
852 €/m,"block of flats, 47.5 m²",1h+tpk,"Espoo
    , Niittymaa 
 
    , Malmiportti 4 A",Available from 1/1/22
798 €/m,"block of flats, 31 m²",1H+KK,"Espoo
    , Espoon keskus 
 
    , Asemakuja 1",Available immediately
740.89 €/m,"block of flats, 48.5 m²",2H+K,"Espoo
    , Ymmersta 
 
    , Ullantorppa 2",Available from 1/1/22
"1,116.27 €/m","detached house, 76.5 m²",3H+K+S,"Espoo
    , Laajalahti 
 
    , Hiitolantie 10",Available from 2/12/22
"1,210 €/m","block of flats, 67.5 m²",3h+kt+s,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available from 12/1/21
650 €/m,"block of flats, 38.5 m²",1h+k+vh+kh,"Espoo
    , Kivenlahti 
 
    , Aallonkohina 8 C",Available immediately
798 €/m,"block of flats, 34 m²",1H+KT,"Espoo
    , Kivenlahti 
 
    , Marinkallio 6",Available from 1/1/22
925 €/m,"block of flats, 29 m²",1H+KT,"Espoo
    , Niittykumpu 
 
    , Koivu-Mankkaan tie 1",Available from 1/1/22
350 €/m,"single-family house, 10 m²",1h,"Espoo
    , Oittaa 
 
    , Kellokuja 4a",Available on agreement
730 €/m,"balcony access block, 36 m²",1h+k+parvi,"Espoo
    , Saunalahti 
 
    , Itäviitta 6 A",Available from 12/1/21
775 €/m,"block of flats, 29 m²",1h+kt,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 1",
920 €/m,"block of flats, 45.5 m²",2h+kt,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 1",
650 €/m,"block of flats, 31 m²",1h + kk,"Espoo
    , Tiistilä 
 
    , Kalastajankuja 8 C",Available from 12/1/21
956.03 €/m,"row house, 79 m²",3h+kt+s,"Espoo
    , Kauklahti 
 
    , Fickenkuja 4 A",Available from 2/4/22
"1,053 €/m","block of flats, 37 m²","1h, kk, kph, wc","Espoo
    , Otaniemi 
 
    , Kivimiehentie 2",Available immediately
460 €/m,"block of flats, 15 m²","1h, 1yhteisk, kk, jaettu kph","Espoo
    , Kilo 
 
    , Kutojantie 10",Available from 12/15/21
918 €/m,"block of flats, 59.5 m²",2H+K,"Espoo
    , Suvela 
 
    , Kirstintie 17",Available immediately
"1,190 €/m","block of flats, 66 m²",3h+avok+kph+vh+p,"Espoo
    , Tontunmäki 
 
    , Metsätontunkuja 2 A",Available from 2/1/22
695 €/m,"block of flats, 49.5 m²",2H+KK+KPH+P,"Espoo
    , Viherkallio 
 
    , Viherkallionkuja 5 A",Available immediately
758 €/m,"block of flats, 45.5 m²",1h+alk+kk+s,"Espoo
 
    , Kulovalkeantie 12 A",Available immediately
859 €/m,"block of flats, 47.5 m²",2h+kt+s,"Espoo
    , Suurpelto 
 
    , Likusterikatu 1 D",Available immediately
"1,575 €/m","semi-detached house, 99.5 m²",4h+k+s,"Espoo
    , Vanttila 
 
    , Peltomiehentie 7",Available from 12/1/21
784 €/m,"block of flats, 33 m²",1h+kt+alk,"Espoo
    , Niittykumpu 
 
    , Niittykummuntie 4 A",Available on agreement
965 €/m,"block of flats, 46.5 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Kaisankuja 1",Available from 12/15/21
955 €/m,"block of flats, 44.5 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Kaisankuja 1",Available from 12/15/21
782 €/m,"block of flats, 38.5 m²",1H+KK,"Espoo
    , Kivenlahti 
 
    , Kivenlahdenkatu 4",Available immediately
"1,038 €/m","block of flats, 62 m²",2H+K+S,"Espoo
    , Matinkylä 
 
    , Kala-Maija 3",Available immediately
827.43 €/m,"block of flats, 62 m²",2H+K+S,"Espoo
    , Leppävaara 
 
    , Kyyhkysmäki 7",Available on agreement
955 €/m,"block of flats, 59 m²",2H+K,"Espoo
    , Matinkylä 
 
    , Tiistilänkuja 3",Available immediately
850 €/m,"block of flats, 38.5 m²",2h+kt,"Espoo
    , Saunalahti 
 
    , Linjaloistonkatu 5 A",Available immediately
"1,248 €/m","block of flats, 69.5 m²",3H+K+S,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 25",Available immediately
"1,004 €/m","block of flats, 59 m²",2H+K,"Espoo
    , Matinkylä 
 
    , Tiistilänkuja 1",Available immediately
645 €/m,"block of flats, 38 m²",1 h + kk,"Espoo
    , Lippajärvi 
 
    , Vilniementie 1",Available immediately
625 €/m,"block of flats, 35 m²",1h + kk,"Espoo
    , Lippajärvi 
 
    , Vilniementie 3",Available immediately
914 €/m,"block of flats, 79 m²",3 h + k + lasitettu parveke,"Espoo
    , Kauklahti 
 
    , Erik Bassen tie 14",Available immediately
625 €/m,"block of flats, 33 m²",1 h + kk,"Espoo
    , Kauklahti 
 
    , Erik Bassen tie 14",Available immediately
735 €/m,"block of flats, 49.5 m²",2 h + kk,"Espoo
    , Kauklahti 
 
    , Erik Bassen tie 14",Available immediately
"1,652 €/m","block of flats, 44 m²","2h, kk, kph, wc","Espoo
    , Tapiola 
 
    , Itäranta 13",Available from 12/7/21
"1,163 €/m","block of flats, 72 m²",3H+K,"Espoo
    , Suvela 
 
    , Kirstinharju 23",Available from 12/11/21
795 €/m,"block of flats, 31.5 m²",1h+avok+kph+lasit.p,"Espoo
    , Olari 
 
    , Ylismäentie 12 G",Available immediately
745 €/m,"block of flats, 28.5 m²",1h+avok+kph+alkovi+lasit.p,"Espoo
    , Olari 
 
    , Ylismäentie 12 G",Available immediately
975 €/m,"block of flats, 46.5 m²",2h+kt,"Espoo
    , Pohjois-Tapiola 
 
    , Metsänpojankuja 5",
970 €/m,"block of flats, 45 m²",2h+kt,"Espoo
    , Pohjois-Tapiola 
 
    , Metsänpojankuja 5",
779 €/m,"block of flats, 38.5 m²",1h+k,"Espoo
    , Kivenlahti 
 
    , Aalto 4 B",Available from 12/1/21
858 €/m,"block of flats, 30.5 m²",TPK,"Espoo
    , Matinkylä 
 
    , Rauhalanpuisto 4",Available immediately
"1,240 €/m","block of flats, 60 m²",3h+kt,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 10 C",Available from 1/1/22
"1,150 €/m","block of flats, 76.5 m²",3h+k+kph+p (isännöitsijäntodis,"Espoo
    , Tontunmäki 
 
    , Metsätontunkuja 3 L",Available immediately
680 €/m,"block of flats, 28 m²",1H+KT,"Espoo
    , Saunalahti 
 
    , Kummelivuorentie 10",Available immediately
740 €/m,"block of flats, 36.5 m²","1h,kt,alk,kph,parv.","Espoo
    , Saunalahti 
 
    , Linjaloistonkatu 3",Available from 1/10/22
849 €/m,"block of flats, 43 m²",2h+kk,"Espoo
    , Matinkylä 
 
    , Matinkatu 10 E",Available from 1/1/22
824 €/m,"block of flats, 28 m²",1h+kt+var,"Espoo
    , Leppävaara 
 
    , Tulkinkuja 3",Available immediately
773 €/m,"block of flats, 26 m²",1h+kt+p,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
750 €/m,"block of flats, 31 m²",1h+kt,"Espoo
    , Vermonniitty 
 
    , Anna Sahlsténin katu 10",Available from 12/1/21
879 €/m,"block of flats, 56.5 m²",2h+k+kph+parveke,"Espoo
    , Viherlaakso 
 
    , Viherkalliontie 1 D",Available from 1/1/22
"1,239 €/m","block of flats, 81.5 m²",3h+k,"Espoo
    , Matinkylä 
 
    , Matinkatu 10 C",Available from 12/1/21
565.21 €/m,"block of flats, 37 m²",1H+KK,"Espoo
    , Ymmersta 
 
    , Ullantorppa 2",Available from 1/1/22
890 €/m,"block of flats, 60 m²",2h + k + p,"Espoo
    , Kivenlahti 
 
    , Ristiaallokonkatu 6 A 3","Available immediately|Display 12/5/21 
                  
                    2:00 PM"
"1,029 €/m","block of flats, 52.5 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Merituulentie 38 A",Available from 12/1/21
829 €/m,"block of flats, 49 m²",2h+kk,"Espoo
    , Karakallio 
 
    , Kotkatie 6 B",Available immediately
869 €/m,"block of flats, 49.5 m²",2h+kk,"Espoo
    , Matinkylä 
 
    , Sepetlahdentie 6 B",Available from 1/1/22
994 €/m,"block of flats, 52.5 m²",2h+k,"Espoo
    , Haukilahti 
 
    , Kiiskenevä 2 E",Available from 12/10/21
"1,180 €/m","block of flats, 56.5 m²",3h+kk,"Espoo
    , Tapiola 
 
    , Tietäjäntie 11 A",Available from 1/1/22
894.91 €/m,"block of flats, 53 m²",2H+K,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 7",Available immediately
"1,210 €/m","block of flats, 67.5 m²",3h+kt+s,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available from 12/1/21
895 €/m,"block of flats, 42.5 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Niittykatu 1 C-D",Available from 12/1/21
702 €/m,"block of flats, 28.5 m²",1h+kt,"Espoo
    , Saunalahti 
 
    , Linjaloistonkatu 5",Available from 12/1/21
680 €/m,"block of flats, 26 m²",1h+avok+kph+et,"Espoo
    , Kivenlahti 
 
    , Tyrskyvuori 4 B",Available immediately
795 €/m,"block of flats, 33 m²",1H+KT,"Espoo
    , Saunalahti 
 
    , Saunalahdenkatu 2",Available immediately
839 €/m,"block of flats, 51.4 m²",2h+k,"Espoo
    , Viherlaakso 
 
    , Viherlaaksonranta 7 E",Available from 1/1/22
899 €/m,"block of flats, 51 m²",2h+kk+s,"Espoo
    , Soukka 
 
    , Soukankaari 12 C",Available from 1/1/22
729 €/m,"block of flats, 37 m²",1h+kk,"Espoo
    , Kauklahti 
 
    , Hansatie 4 E",Available from 1/1/22
"1,220 €/m","block of flats, 64.5 m²",3H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 1",Available immediately
925 €/m,"block of flats, 38.5 m²",2h+kt,"Espoo
    , Pohjois-Tapiola 
 
    , Metsänpojankuja 5",
"1,280 €/m","block of flats, 69.5 m²",3h+k+s,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 7 A",Available from 1/14/22
"1,073 €/m","block of flats, 39.5 m²",2H+KT,"Espoo
    , Niittykumpu 
 
    , Koivu-Mankkaan tie 1",Available immediately
695 €/m,"block of flats, 28 m²",1h + k + kph + ranskalainen pa...,"Espoo
    , Saunalahti 
 
    , Kummelivuorentie 10A",Available from 12/1/21
990 €/m,"block of flats, 60 m²",2H+K,"Espoo
    , Espoon keskus 
 
    , Asemakuja 3",Available from 2/1/22
"2,180 €/m","semi-detached house, 120 m²",5h+k+s,"Espoo
    , Nuottaniemi 
 
    , Nuottakuja 4",Available immediately
999.81 €/m,"block of flats, 76.5 m²",3H+K+S,"Espoo
    , Leppävaara 
 
    , Kyyhkysmäki 7",Available from 2/3/22
850 €/m,"block of flats, 36.5 m²",2h+kk+p,"Espoo
    , Niittykumpu 
 
    , Riihitontuntie 14",Available from 12/1/21
868 €/m,"block of flats, 39 m²",2h+kt+ransk,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
"1,259.45 €/m","row house, 92 m²",4h+k+s,"Espoo
    , Laurinlahti 
 
    , Ristiniementie 20",Available from 12/7/21
869 €/m,"block of flats, 47 m²",2H+KK,"Espoo
    , Kivenlahti 
 
    , Jälkimaininki 4",Available immediately
473 €/m,"block of flats, 12 m²",Omahuone,"Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available from 12/24/21
778 €/m,"block of flats, 42.5 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 15 C",Available from 12/1/21
830 €/m,"block of flats, 47 m²",2h+avok+kph+s+lp,"Espoo
    , Tuomarila 
 
    , Kulovalkeantie 4 C",Available immediately
719 €/m,"block of flats, 25.5 m²",1h+avok+kph+lasitettu parveke,"Espoo
    , Tapiola 
 
    , Jousenpuistonkatu 1 B",Available immediately
750 €/m,"block of flats, 35 m²",1h+kt+kph+vh+p,"Espoo
    , Leppävaara 
 
    , Armas launiksen katu 6 A",Available from 12/1/21
"1,174.09 €/m","row house, 88 m²",4H+K,"Espoo
    , Latokaski 
 
    , Kaskimaa 4",Available immediately
650 €/m,"block of flats, 34 m²",1h + k + lasitettu parveke,"Espoo
    , Viherlaakso 
 
    , Viherkalliontie 1 D",
854 €/m,"block of flats, 32.5 m²",1h+kt,"Espoo
    , Matinkylä 
 
    , Pyyntitie 1 C",Available from 12/1/21
785 €/m,"block of flats, 33.5 m²",1h+kt,"Espoo
    , Matinkylä 
 
    , Etuniementie 1 F-G",Available immediately
949 €/m,"block of flats, 50.5 m²",2h+k+s,"Espoo
    , Matinkylä 
 
    , Nelikkotie 2",Available immediately
790 €/m,"block of flats, 36.5 m²",1H+KK,"Espoo
    , Olari 
 
    , Kuvastimentie 1 G",Available from 12/1/21
"1,245 €/m","block of flats, 60.5 m²",3h+kt,"Espoo
    , Olari 
 
    , Piispanpiha 7",Available from 12/1/21
"1,290 €/m","block of flats, 67.5 m²",3H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 5",Available immediately
470.68 €/m,"block of flats, 41.5 m²",2H+KT,"Espoo
    , Saunalahti 
 
    , Magneettikatu 10",Available from 2/3/22
900 €/m,"block of flats, 42.5 m²",2H+KT+S,"Espoo
    , Olari 
 
    , Puolikuu 2 D",Available from 12/1/21
"1,083 €/m","block of flats, 50 m²",2h+kt+parveke,"Espoo
    , Tapiola 
 
    , Revontulentie 11 F",Available from 12/1/21
919 €/m,"block of flats, 49.5 m²",2H+KK+P,"Espoo
    , Olari 
 
    , Kuvastimentie 1 G",Available from 12/1/21
"1,599 €/m","block of flats, 85 m²",3h+k+s,"Espoo
    , Tapiola 
 
    , Revontulentie 11",Available from 12/1/21
995 €/m,"block of flats, 60.5 m²",2H+K,"Espoo
    , Espoon keskus 
 
    , Asemakuja 3",Available immediately
803.69 €/m,"block of flats, 63.5 m²",3H+K+S,"Espoo
    , Kilo 
 
    , Trillakatu 3",Available from 2/2/22
"1,132 €/m","block of flats, 68.5 m²",3h+k+s,"Espoo
    , Ymmersta 
 
    , Ullanmäentie 14",Available from 12/1/21
695 €/m,"block of flats, 23 m²",1h+kt+parv.,"Espoo
    , Mäkkylä 
 
    , Komendantintie 1",Available from 12/1/21
873 €/m,"block of flats, 41 m²",1H+KT,"Espoo
    , Saunalahti 
 
    , Saunalahdenkatu 2",Available immediately
899 €/m,"block of flats, 62 m²",2H+K,"Espoo
    , Kivenlahti 
 
    , Kivenlahdenkatu 6",Available immediately
"1,500 €/m","block of flats, 81 m²",4h+kt+s,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 3 A",Available from 1/10/22
"1,090 €/m","block of flats, 52 m²","2h, kt, kh, lasitettu parveke","Espoo
    , Olari 
 
    , Piispanportti 9",Available from 12/1/21
"1,050 €/m","block of flats, 52 m²","2h, kt, kh, terassiparveke + p","Espoo
    , Olari 
 
    , Piispanportti 9",Available from 12/1/21
870 €/m,"block of flats, 41.5 m²","2h, kt, kh, rasnkalainen parve","Espoo
    , Olari 
 
    , Piispanportti 9",Available from 12/1/21
"1,030 €/m","block of flats, 52 m²","2h, kt, kh, lasitettu parveke","Espoo
    , Olari 
 
    , Piispanportti 9",Available from 12/1/21
630 €/m,"block of flats, 22.5 m²",1h + k + parveke,"Espoo
    , Eestinlaakso 
 
    , Eestinlaakso 11 A 13",Available from 12/1/21
730 €/m,"block of flats, 28 m²",1h+kt,"Espoo
    , Vermonniitty 
 
    , Anna Sahlsténin katu 10",Available immediately
890 €/m,"block of flats, 50 m²",2 h+k+s,"Espoo
    , Tuomarila 
 
    , Ratavallintie 8",Available from 12/1/21
910 €/m,"block of flats, 33 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 5",Available immediately
872 €/m,"block of flats, 49.5 m²",2H+KK,"Espoo
    , Suvela 
 
    , Joupinmäenrinne 6",Available immediately
"1,330 €/m","block of flats, 69 m²",3H+KT+KPH+S,"Espoo
    , Tapiola 
 
    , Neulaspolku 1",Available from 12/1/21
955 €/m,"block of flats, 59 m²",2H+KT,"Espoo
    , Suurpelto 
 
    , Suurpellon Puistokatu 12",Available immediately
970 €/m,"block of flats, 56.5 m²",2H+KT,"Espoo
    , Suurpelto 
 
    , Suurpellon Puistokatu 12",Available immediately
"1,497 €/m","block of flats, 27 m²","1h, ak, kph","Espoo
    , Tapiola 
 
    , Elosalamantie 2",Available immediately
924 €/m,"block of flats, 51 m²",2h+k+s,"Espoo
    , Tuomarila 
 
    , Kulovalkeantie 17",Available from 12/1/21
889 €/m,"block of flats, 47.5 m²",2h+kt,"Espoo
    , Saunalahti 
 
    , Paapuuri 4",Available immediately
"1,276 €/m","block of flats, 67.5 m²",3h+kt+s+p,"Espoo
    , Perkkaa 
 
    , Perkkaantie 3",Available from 12/1/21
"1,198 €/m","block of flats, 76 m²",3h+k+s,"Espoo
    , Tuomarila 
 
    , Tuomarilankatu 1",Available from 12/1/21
930 €/m,"block of flats, 49.5 m²",2h+kk,"Espoo
    , Olari 
 
    , Kuvastimentie 1 F",Available from 12/1/21
905 €/m,"block of flats, 40.5 m²",2h+kt,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 10 C",Available from 12/1/21
715 €/m,"block of flats, 26 m²",1h+kt,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 10 C",Available from 12/1/21
870 €/m,"block of flats, 47 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Nelikkotie 8 C",Available from 12/10/21
839 €/m,"block of flats, 32 m²",1h+kk,"Espoo
    , Tapiola 
 
    , Elosalamantie 4 E",Available from 1/1/22
650 €/m,"block of flats, 22.5 m²",1h+kt+parveke,"Espoo
    , Nöykkiö 
 
    , Eestinlaakso 11",Available from 1/1/22
729 €/m,"block of flats, 37 m²",1h+kk,"Espoo
    , Kauklahti 
 
    , Hansatie 4 F",Available from 12/1/21
"1,000 €/m","block of flats, 45.5 m²",2H+KK+S+P,"Espoo
    , Leppävaara 
 
    , Ratsukatu 4 B",Available from 12/1/21
979 €/m,"block of flats, 53 m²",2h+kt,"Espoo
 
    , Piispanpiha 5 A",Available from 12/1/21
915 €/m,"block of flats, 53 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Nelikkotie 8 B",Available from 12/10/21
890 €/m,"balcony access block, 45 m²",2h+kk+s,"Espoo
    , Tontunmäki 
 
    , Nokitontunkuja 2",Available immediately
"3,600 €/m","row house, 184 m²","5 h+k+rt+kph/wc, khh,sauna, ty","Espoo
    , Westend 
 
    , Mäenrinne 8",Available immediately
"1,210 €/m","block of flats, 68.5 m²",3H+KT+S,"Espoo
    , Espoon keskus 
 
    , Valakuja 8",Available immediately
"1,104 €/m","block of flats, 69.5 m²",3H+K+S,"Espoo
    , Suvela 
 
    , Suvelantie 18",Available from 1/1/22
"1,091 €/m","block of flats, 55 m²",3H+KT,"Espoo
    , Saunalahti 
 
    , Saunalahdenkatu 2",Available from 12/4/21
829 €/m,"block of flats, 31 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Merituulentie 38 A",Available from 12/1/21
823 €/m,"block of flats, 34 m²",1H+KT,"Espoo
    , Kivenlahti 
 
    , Marinkallio 6",Available from 1/1/22
"1,050 €/m","block of flats, 76 m²",3 h + k + lasitettu parveke,"Espoo
    , Karakallio 
 
    , Karakalliontie 3, 5. krs",Available from 12/1/21
822 €/m,"block of flats, 33.5 m²",2h+kt+ransk,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
979.12 €/m,"block of flats, 56.5 m²",2h+k+s+parv,"Espoo
    , Matinkylä 
 
    , Matinkallio 2",Available immediately
