,description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
653,block of flats,Espoo,Espoonkeskus,Asemakuja1,60.20445,24.659754,Available immediately,935.0,56.0,16.7,2h,no_sauna
661,block of flats,Espoo,Espoonkeskus,Sinettikuja3,60.202084,24.657504,Available immediately,912.0,58.0,15.72,2h,no_sauna
662,block of flats,Espoo,Espoonkeskus,Sinettikuja3,60.202084,24.657504,Available immediately,917.0,58.5,15.68,2h,no_sauna
663,block of flats,Espoo,Espoonkeskus,Sinettikuja3,60.202084,24.657504,Available immediately,920.0,59.5,15.46,2h,no_sauna
664,block of flats,Espoo,Espoonkeskus,Valakuja8,60.202552,24.658554,Available immediately,920.0,47.0,19.57,2h,no_sauna
665,block of flats,Espoo,Espoonlahti,AmiraalinPuistotie10,60.151152,24.662589,Available immediately,840.0,40.5,20.74,2h,no_sauna
666,block of flats,Espoo,Haukilahti,Kiiskenevä2B,60.164656,24.775459,Available immediately,915.0,52.5,17.43,2h,no_sauna
667,block of flats,Espoo,Haukilahti,Kiiskenevä2B,60.164656,24.775459,Available immediately,960.0,52.5,18.29,2h,no_sauna
668,block of flats,Espoo,Haukilahti,Kiiskenevä2C,60.164656,24.775459,Available immediately,960.0,52.5,18.29,2h,no_sauna
669,block of flats,Espoo,Haukilahti,Kiiskenevä2E,60.164656,24.775459,Available from 12/10/21,994.0,52.5,18.93,2h,no_sauna
670,block of flats,Espoo,Haukilahti,Kiiskenevä2E,60.164656,24.775459,Available from 12/20/21,973.0,52.5,18.53,2h,no_sauna
671,block of flats,Espoo,Karakallio,Kalasääksentie6,60.229283,24.777225,Available immediately,946.0,56.0,16.89,2h,no_sauna
672,block of flats,Espoo,Karakallio,Kalasääksentie6,60.229283,24.777225,Available immediately,956.0,56.0,17.07,2h,no_sauna
673,block of flats,Espoo,Karakallio,Kalasääksentie6,60.229283,24.777225,Available immediately,965.0,56.0,17.23,2h,no_sauna
674,block of flats,Espoo,Karakallio,Kalasääksentie6,60.229283,24.777225,Available immediately,981.0,56.0,17.52,2h,no_sauna
675,block of flats,Espoo,Karakallio,Kalasääksentie6,60.229283,24.777225,Available immediately,999.0,56.0,17.84,2h,no_sauna
676,block of flats,Espoo,Karakallio,Kotkatie6B,60.229283,24.777225,Available from 12/1/21,849.0,59.0,14.39,2h,no_sauna
677,block of flats,Espoo,Karakallio,Kotkatie6E,60.229283,24.777225,Available from 1/4/22,849.0,59.0,14.39,2h,no_sauna
678,block of flats,Espoo,Karakallio,Kotkatie6F,60.229283,24.777225,Available immediately,849.0,59.0,14.39,2h,no_sauna
679,block of flats,Espoo,Kilo,PUISTOPIHA2C,60.216489,24.789694,Available immediately,946.0,58.5,16.17,2h,no_sauna
680,block of flats,Espoo,Kivenlahti,Aallonhuippu9,60.15724,24.641398,Available from 12/1/21,894.0,63.5,14.08,2h,no_sauna
681,block of flats,Espoo,Kivenlahti,Aalto4B,60.15724,24.641398,Available immediately,839.0,62.0,13.53,2h,no_sauna
682,block of flats,Espoo,Kivenlahti,Jälkimaininki4,60.15724,24.641398,Available immediately,920.0,58.5,15.73,2h,no_sauna
683,block of flats,Espoo,Kivenlahti,Jälkimaininki4,60.15724,24.641398,Available immediately,938.0,58.5,16.03,2h,no_sauna
684,block of flats,Espoo,Kivenlahti,Jälkimaininki4,60.15724,24.641398,Available immediately,959.0,58.5,16.39,2h,no_sauna
685,block of flats,Espoo,Kivenlahti,Kivenlahdenkatu5,60.15724,24.641398,Available immediately,912.0,62.0,14.71,2h,no_sauna
686,block of flats,Espoo,Kivenlahti,Kivenlahdenkatu6,60.15724,24.641398,Available from 1/1/22,930.0,62.0,15.0,2h,no_sauna
687,block of flats,Espoo,Kivenlahti,Kivenlahdenkatu6,60.15724,24.641398,Available immediately,899.0,62.0,14.5,2h,no_sauna
688,block of flats,Espoo,Kivenlahti,Kivenlahdenkatu6,60.15724,24.641398,Available immediately,920.0,62.0,14.84,2h,no_sauna
689,block of flats,Espoo,Laajalahti,Kirvuntie18C-DC,60.201695,24.782751,Available from 12/1/21,849.0,60.5,14.03,2h,no_sauna
690,block of flats,Espoo,Laajalahti,Kirvuntie18C-DD,60.201695,24.782751,Available from 12/1/21,849.0,60.5,14.03,2h,no_sauna
691,block of flats,Espoo,Leppävaara,Leirikaari24,60.22063,24.809466,Available immediately,915.0,48.0,19.06,2h,no_sauna
692,block of flats,Espoo,Matinkylä,Aapelinkatu6,60.154993,24.752164,Available immediately,862.0,45.5,18.95,2h,no_sauna
693,block of flats,Espoo,Matinkylä,Kala-Matti3A,60.158317,24.738457,Available from 1/1/22,899.0,50.0,17.98,2h,no_sauna
694,block of flats,Espoo,Matinkylä,Kala-Matti3B,60.158317,24.738457,Available immediately,899.0,51.5,17.46,2h,no_sauna
695,block of flats,Espoo,Matinkylä,Kala-Matti3C,60.158317,24.738457,Available immediately,899.0,51.5,17.46,2h,no_sauna
696,block of flats,Espoo,Matinkylä,Leenankuja2H,60.154515,24.740989,Available immediately,925.0,59.5,15.55,2h,no_sauna
702,block of flats,Espoo,Matinkylä,Matinkatu22A,60.15789,24.740306,Available from 12/31/21,1150.0,49.0,23.47,2h,no_sauna
703,block of flats,Espoo,Matinkylä,Matinraitti11C,60.157609,24.745408,Available immediately,879.0,56.0,15.7,2h,no_sauna
704,block of flats,Espoo,Matinkylä,Matinraitti9,60.157824,24.746456,Available immediately,874.0,56.0,15.61,2h,no_sauna
705,block of flats,Espoo,Matinkylä,Matinraitti9,60.157824,24.746456,Available immediately,884.0,56.0,15.79,2h,no_sauna
706,block of flats,Espoo,Matinkylä,Matinraitti9,60.157824,24.746456,Available immediately,894.0,56.0,15.96,2h,no_sauna
707,block of flats,Espoo,Matinkylä,Nelikkotie8B,60.162374,24.744072,Available from 12/1/21,882.0,47.5,18.57,2h,no_sauna
708,block of flats,Espoo,Matinkylä,Nelikkotie8B,60.162374,24.744072,Available from 12/10/21,915.0,53.0,17.26,2h,no_sauna
709,block of flats,Espoo,Matinkylä,Nelikkotie8C,60.162374,24.744072,Available from 12/10/21,870.0,47.0,18.51,2h,no_sauna
710,block of flats,Espoo,Matinkylä,Sepetlahdentie6B,60.152372,24.744865,Available from 12/1/21,919.0,58.5,15.71,2h,no_sauna
711,block of flats,Espoo,Matinkylä,Tiistilänkuja1,60.15566,24.737558,Available immediately,1004.0,59.0,17.02,2h,no_sauna
712,block of flats,Espoo,Matinkylä,Tiistilänkuja3,60.154861,24.737559,Available immediately,940.0,59.0,15.93,2h,no_sauna
713,block of flats,Espoo,Matinkylä,Tiistilänkuja3,60.154861,24.737559,Available immediately,955.0,59.0,16.19,2h,no_sauna
714,block of flats,Espoo,Niittymaa,Malmiportti4A,60.20956,24.65104,Available from 12/7/21,904.0,49.5,18.26,2h,no_sauna
715,block of flats,Espoo,Niittymaa,Malmiportti4A,60.20956,24.65104,Available immediately,799.0,38.5,20.75,2h,no_sauna
716,block of flats,Espoo,Niittymaa,Malmiportti4A,60.20956,24.65104,Available immediately,870.0,49.0,17.76,2h,no_sauna
717,block of flats,Espoo,Olari,Kuunkierros3B,60.167557,24.735159,Available immediately,925.0,56.0,16.52,2h,no_sauna
718,block of flats,Espoo,Olari,Kuunsirppi6A,60.167557,24.735159,Available from 12/1/21,919.0,61.5,14.94,2h,no_sauna
719,block of flats,Espoo,Olari,Piispanpiha7,60.167557,24.735159,Available immediately,958.0,44.5,21.53,2h,no_sauna
720,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,990.0,44.5,22.25,2h,no_sauna
721,block of flats,Espoo,Olari,Puolikuu2B,60.167557,24.735159,Available immediately,901.0,42.0,21.45,2h,no_sauna
722,block of flats,Espoo,Olari,Puolikuu2C,60.167557,24.735159,Available immediately,867.0,42.0,20.64,2h,no_sauna
723,block of flats,Espoo,Olari,Puolikuu2C,60.167557,24.735159,Available immediately,887.0,42.0,21.12,2h,no_sauna
724,block of flats,Espoo,Olari,Sammalkalliontie4,60.167557,24.735159,Available immediately,895.0,56.5,15.84,2h,no_sauna
725,block of flats,Espoo,Olari,Ylistörmä1,60.167557,24.735159,Available immediately,902.0,56.5,15.96,2h,no_sauna
726,block of flats,Espoo,Otaniemi,Servinkuja3,60.179189,24.828084,Available immediately,1085.0,60.0,18.08,2h,no_sauna
727,block of flats,Espoo,Saarniraivio,Saarnimäenkuja4,60.20956,24.65104,Available immediately,881.0,59.5,14.81,2h,no_sauna
728,block of flats,Espoo,Saarniraivio,Saarnimäenkuja4,60.20956,24.65104,Available immediately,885.0,59.5,14.87,2h,no_sauna
729,block of flats,Espoo,Saarniraivio,Saarnimäenkuja4,60.20956,24.65104,Available immediately,898.0,58.5,15.35,2h,no_sauna
730,block of flats,Espoo,Saarniraivio,Saarnimäenkuja4,60.20956,24.65104,Available immediately,899.0,59.0,15.24,2h,no_sauna
731,block of flats,Espoo,Saarniraivio,Saarnimäenkuja4,60.20956,24.65104,Available immediately,899.0,59.5,15.11,2h,no_sauna
732,block of flats,Espoo,Saunalahti,Magneettikatu5,60.169424,24.617771,Available from 12/5/21,930.0,50.0,18.6,2h,no_sauna
733,block of flats,Espoo,Saunalahti,Magneettikatu8A,60.169519,24.617079,Available immediately,799.0,37.0,21.59,2h,no_sauna
734,block of flats,Espoo,Soukka,Kaskivuorenkuja3A,60.140076,24.665627,Available immediately,829.0,53.5,15.5,2h,no_sauna
735,block of flats,Espoo,Soukka,Kaskivuorenkuja3B,60.140076,24.665627,Available from 1/1/22,839.0,53.5,15.68,2h,no_sauna
736,block of flats,Espoo,Soukka,Kaskivuorenkuja3B,60.140076,24.665627,Available from 12/1/21,829.0,53.5,15.5,2h,no_sauna
737,block of flats,Espoo,Soukka,Kaskivuorenkuja3C,60.140076,24.665627,Available immediately,829.0,53.5,15.5,2h,no_sauna
738,block of flats,Espoo,Soukka,Soukanahde4,60.140408,24.674304,Available from 1/1/22,1015.0,63.0,16.11,2h,no_sauna
739,block of flats,Espoo,Soukka,Soukanahde4,60.140408,24.674304,Available immediately,1090.0,60.0,18.17,2h,no_sauna
740,block of flats,Espoo,Soukka,Soukankaari11A,60.140563,24.668295,Available immediately,839.0,62.0,13.53,2h,no_sauna
741,block of flats,Espoo,Soukka,Soukankaari11F,60.140563,24.668295,Available from 12/1/21,839.0,62.0,13.53,2h,no_sauna
742,block of flats,Espoo,Soukka,Soukankaari13A,60.141209,24.66778,Available from 12/1/21,839.0,62.0,13.53,2h,no_sauna
743,block of flats,Espoo,Soukka,Soukankaari13E,60.141209,24.66778,Available from 1/1/22,899.0,59.0,15.24,2h,no_sauna
744,block of flats,Espoo,Soukka,Soukankaari13E,60.141209,24.66778,Available immediately,839.0,59.0,14.22,2h,no_sauna
745,block of flats,Espoo,Soukka,Soukankaari13F,60.141209,24.66778,Available from 1/1/22,899.0,59.0,15.24,2h,no_sauna
746,block of flats,Espoo,Soukka,Soukankaari13G,60.141209,24.66778,Available from 12/1/21,839.0,59.0,14.22,2h,no_sauna
747,block of flats,Espoo,Soukka,Soukankaari13G,60.141209,24.66778,Available from 2/1/22,859.0,59.0,14.56,2h,no_sauna
748,block of flats,Espoo,Soukka,Soukankaari5B,60.140945,24.670609,Available immediately,879.0,62.0,14.18,2h,no_sauna
749,block of flats,Espoo,Suurpelto,Klariksentie2,60.183715,24.741868,Available from 1/3/22,936.33,59.0,15.87,2h,no_sauna
750,block of flats,Espoo,Suurpelto,Klariksentie2,60.183715,24.741868,Available immediately,909.58,59.0,15.42,2h,no_sauna
751,block of flats,Espoo,Suurpelto,Klariksentie2,60.183715,24.741868,Available immediately,918.99,55.0,16.71,2h,no_sauna
752,block of flats,Espoo,Suurpelto,Klariksentie2,60.183715,24.741868,Available immediately,935.27,59.5,15.72,2h,no_sauna
753,block of flats,Espoo,Suurpelto,Klariksentie6,60.182659,24.741057,Available immediately,975.0,55.5,17.57,2h,no_sauna
754,block of flats,Espoo,Suurpelto,Klariksentie6,60.182659,24.741057,Available immediately,1038.0,55.5,18.7,2h,no_sauna
755,block of flats,Espoo,Suurpelto,Piilipuuntie1A,60.184587,24.741916,,863.0,57.0,15.14,2h,no_sauna
756,block of flats,Espoo,Suurpelto,Piilipuuntie1C,60.184587,24.741916,,1058.0,61.0,17.34,2h,no_sauna
757,block of flats,Espoo,Suurpelto,Piilipuuntie1D,60.184587,24.741916,Available immediately,1084.0,61.0,17.77,2h,no_sauna
758,block of flats,Espoo,Suurpelto,Piilipuuntie25,60.188712,24.738873,Available from 1/1/22,985.0,54.0,18.24,2h,no_sauna
759,block of flats,Espoo,Suurpelto,Piilipuuntie25,60.188712,24.738873,Available immediately,985.0,54.0,18.24,2h,no_sauna
760,block of flats,Espoo,Suurpelto,Piilipuuntie3A-B,60.185177,24.741244,Available on agreement,708.04,51.0,13.88,2h,no_sauna
761,block of flats,Espoo,Suurpelto,Piilipuuntie7,60.18578,24.740806,Available immediately,877.7,53.0,16.56,2h,no_sauna
762,block of flats,Espoo,Suurpelto,Piilipuuntie7,60.18578,24.740806,Available immediately,886.31,53.0,16.72,2h,no_sauna
763,block of flats,Espoo,Suurpelto,Piilipuuntie7,60.18578,24.740806,Available immediately,894.91,53.0,16.89,2h,no_sauna
764,block of flats,Espoo,Suurpelto,Piilipuuntie7,60.18578,24.740806,Available immediately,904.5,57.0,15.87,2h,no_sauna
765,block of flats,Espoo,Suurpelto,Piilipuuntie7,60.18578,24.740806,Available immediately,909.76,55.5,16.39,2h,no_sauna
766,block of flats,Espoo,Suurpelto,SuurpellonPuistokatu14,60.186774,24.742722,Available immediately,895.0,48.0,18.65,2h,no_sauna
767,block of flats,Espoo,Suurpelto,SuurpellonPuistokatu14,60.186774,24.742722,Available immediately,909.0,52.0,17.48,2h,no_sauna
768,block of flats,Espoo,Suvela,Joupinmäenrinne6,60.203507,24.675053,Available immediately,880.0,59.5,14.79,2h,no_sauna
769,block of flats,Espoo,Suvela,Joupinmäenrinne6,60.203507,24.675053,Available immediately,938.0,59.5,15.76,2h,no_sauna
772,block of flats,Espoo,Suvela,Kirstintie28,60.205054,24.672615,Available immediately,880.0,54.5,16.15,2h,no_sauna
773,block of flats,Espoo,Suvela,Kirstintie28,60.205054,24.672615,Available immediately,881.0,54.5,16.17,2h,no_sauna
774,block of flats,Espoo,Suvela,Kirstintie28,60.205054,24.672615,Available immediately,897.0,54.5,16.46,2h,no_sauna
775,block of flats,Espoo,Suvela,Kirstintie30,60.205482,24.672946,Available from 1/1/22,913.0,65.5,13.94,2h,no_sauna
776,block of flats,Espoo,Suvela,Kirstintie30,60.205482,24.672946,Available from 1/1/22,940.0,63.0,14.92,2h,no_sauna
777,block of flats,Espoo,Suvela,Kirstintie30,60.205482,24.672946,Available immediately,928.0,65.5,14.17,2h,no_sauna
778,block of flats,Espoo,Suvela,Kirstintie30,60.205482,24.672946,Available immediately,944.0,65.5,14.41,2h,no_sauna
779,block of flats,Espoo,Suvela,Kirstintie30,60.205482,24.672946,Available immediately,982.0,65.5,14.99,2h,no_sauna
780,block of flats,Espoo,Tapiola,Jousenkaari5A,60.175487,24.803185,Available from 1/1/22,879.0,40.0,21.98,2h,no_sauna
781,block of flats,Espoo,Tapiola,Jousenkaari7A,60.175487,24.803185,Available from 12/1/21,869.0,40.0,21.73,2h,no_sauna
782,block of flats,Espoo,Tapiola,Jousenkaari9,60.175487,24.803185,Available from 12/1/21,900.0,52.0,17.31,2h,no_sauna
783,block of flats,Espoo,Tapiola,Tietäjäntie11B,60.175487,24.803185,Available on agreement,1098.0,58.0,18.93,2h,no_sauna
784,block of flats,Espoo,Tapiola,Tietäjäntie11C,60.175487,24.803185,Available immediately,1098.0,58.0,18.93,2h,no_sauna
785,block of flats,Espoo,Viherlaakso,Viherlaaksonranta3D,60.226224,24.73107,Available from 1/1/22,859.0,51.4,16.71,2h,no_sauna
786,block of flats,Espoo,Viherlaakso,Viherlaaksonranta7E,60.228216,24.731438,Available from 1/1/22,839.0,51.4,16.32,2h,no_sauna
787,block of flats,Espoo,Viherlaakso,Viherlaaksonranta7E,60.228216,24.731438,Available from 1/1/22,859.0,51.4,16.71,2h,no_sauna
788,block of flats,Espoo,Viherlaakso,Viherlaaksonranta7E,60.228216,24.731438,Available immediately,839.0,51.4,16.32,2h,no_sauna
789,block of flats,Espoo,Viherlaakso,Viherlaaksonranta7F,60.228216,24.731438,Available from 12/1/21,859.0,51.4,16.71,2h,no_sauna
790,block of flats,Espoo,Viherlaakso,Viherlaaksonranta7G,60.228216,24.731438,Available immediately,839.0,51.4,16.32,2h,no_sauna
791,block of flats,Espoo,Ymmersta,Ullantorppa2,60.205137,24.707242,Available from 1/1/22,740.89,48.5,15.28,2h,no_sauna
792,block of flats,Espoo,Ymmersta,Ullantorppa2,60.205137,24.707242,Available from 1/1/22,763.8,50.0,15.28,2h,no_sauna
793,block of flats,Espoo,Matinkylä,Rauhalanpuisto6,60.163865,24.744317,Available immediately,930.0,50.0,18.6,2h,no_sauna
795,block of flats,Espoo,Tapiola,Jousenkaari9B,60.175487,24.803185,Available immediately,889.0,50.5,17.6,2h,no_sauna
796,block of flats,Espoo,Matinkylä,Matinniitynkuja7B,60.159644,24.742024,Available from 1/1/22,920.0,44.5,20.67,2h,no_sauna
797,block of flats,Espoo,Leppävaara,Ajurinkatu2D,60.22063,24.809466,Available from 12/1/21,850.0,51.0,16.67,2h,no_sauna
799,block of flats,Espoo,Kivenlahti,Merivirta11D,60.15724,24.641398,Available immediately,770.0,53.0,14.53,2h,no_sauna
800,block of flats,Espoo,Niittykumpu,Niittytaival5,60.172015,24.764398,Available immediately,990.0,46.0,21.52,2h,no_sauna
801,block of flats,Espoo,Kivenlahti,Maininkitie12B,60.15724,24.641398,Available from 1/1/22,840.0,58.0,14.48,2h,no_sauna
802,block of flats,Espoo,Viherkallio,Viherkallionkuja3HH,60.229602,24.746928,Available immediately,790.0,55.0,14.36,2h,no_sauna
803,block of flats,Espoo,Olari,Kuunsirppi2,60.167557,24.735159,Available from 1/1/22,790.0,60.0,13.17,2h,no_sauna
804,block of flats,Espoo,Tapiola,Aarnivalkeantie5D,60.175487,24.803185,Available from 12/1/21,884.0,45.0,19.64,2h,no_sauna
805,block of flats,Espoo,Olari,Ylistörmä5C,60.167557,24.735159,Available immediately,829.0,47.0,17.64,2h,no_sauna
806,block of flats,Espoo,Viherlaakso,Viherkallionkuja3N,60.20956,24.65104,Available immediately,790.0,55.0,14.36,2h,no_sauna
807,block of flats,Espoo,Viherlaakso,Viherkalliontie1D,60.22848,24.741678,Available from 1/1/22,879.0,56.5,15.56,2h,no_sauna
808,block of flats,Espoo,Mankkaa,Klovinportti4B,60.203519,24.758661,Available from 1/1/22,998.0,48.5,20.58,2h,no_sauna
809,block of flats,Espoo,Leppävaara,Porarinkatu7C,60.22063,24.809466,Available from 1/1/22,880.0,59.0,14.92,2h,no_sauna
810,block of flats,Espoo,Tapiola,Kelohongantie9A,60.175487,24.803185,Available immediately,849.0,45.5,18.66,2h,no_sauna
811,block of flats,Espoo,Matinkylä,Leenankuja2J,60.154515,24.740989,Available immediately,835.0,59.5,14.03,2h,no_sauna
812,block of flats,Espoo,Tuomarila,Kaksoiskiventie49A,60.205185,24.685726,Available immediately,790.0,50.0,15.8,2h,no_sauna
815,block of flats,Espoo,Suvela,Joupinmäenrinne3,60.20271,24.67621,Available immediately,850.0,55.0,15.45,2h,no_sauna
816,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,1000.0,44.5,22.47,2h,no_sauna
817,block of flats,Espoo,Espoonkeskus,Reviisorinkatu3B24,60.206237,24.66477,Available immediately,842.32,55.0,15.31,2h,no_sauna
818,block of flats,Espoo,Kivenlahti,Ristiaallokonkatu6A3,60.15724,24.641398,"Available immediately|Display 12/5/21 
                  
      ",890.0,60.0,14.83,2h,no_sauna
819,block of flats,Espoo,Leppävaara,Harakantie20,60.22063,24.809466,Available immediately,930.0,52.5,17.71,2h,no_sauna
820,block of flats,Espoo,Leppävaara,Vallikatu17,60.22063,24.809466,Available immediately,850.0,56.5,15.04,2h,no_sauna
821,block of flats,Espoo,Matinkylä,Matinkatu8,60.159211,24.74665,Available from 1/1/22,985.0,56.0,17.59,2h,no_sauna
822,block of flats,Espoo,Tapiola,Aarnivalkeantie3,60.175487,24.803185,Available immediately,842.49,45.0,18.72,2h,no_sauna
823,block of flats,Espoo,Tapiola,Hakamäki2A,60.175487,24.803185,Available immediately,750.0,45.0,16.67,2h,no_sauna
824,block of flats,Espoo,Suvela,Kirstinmäki15A15,60.204205,24.668236,Available immediately,400.0,57.5,6.96,2h,no_sauna
825,block of flats,Espoo,,Muurarinkuja1B,60.224188,24.811982,Available on agreement,840.0,55.0,15.27,2h,sauna
826,block of flats,Espoo,,Muurarinkuja1B,60.224188,24.811982,Available on agreement,875.0,55.0,15.91,2h,sauna
827,block of flats,Espoo,,Muurarinkuja1C,60.224188,24.811982,Available immediately,890.0,59.0,15.08,2h,sauna
828,block of flats,Espoo,Espoonkeskus,Kiltakuja1,60.199496,24.65491,Available immediately,1017.0,65.0,15.65,2h,sauna
829,block of flats,Espoo,Espoonkeskus,Kiltakuja5,60.200746,24.653973,Available from 12/1/21,979.0,54.5,17.96,2h,sauna
830,block of flats,Espoo,Espoonkeskus,Kiltakuja5,60.200746,24.653973,Available immediately,959.0,54.5,17.6,2h,sauna
831,block of flats,Espoo,Espoonkeskus,Kiltakuja5,60.200746,24.653973,Available immediately,984.0,54.5,18.06,2h,sauna
832,block of flats,Espoo,Espoonkeskus,Kiltakuja5,60.200746,24.653973,Available immediately,994.0,54.5,18.24,2h,sauna
834,block of flats,Espoo,Kilo,Kilonpurontie4B,60.215343,24.784536,Available immediately,950.0,55.0,17.27,2h,sauna
835,block of flats,Espoo,Kilo,Trillakatu3,60.217903,24.78615,Available from 1/26/22,760.74,61.0,12.47,2h,sauna
836,block of flats,Espoo,Kilo,Vanharaide1A,60.217348,24.782505,Available from 12/1/21,879.0,48.5,18.12,2h,sauna
837,block of flats,Espoo,Kilo,Vanharaide1B,60.217348,24.782505,Available from 1/1/22,950.0,49.0,19.39,2h,sauna
838,block of flats,Espoo,Kilo,Vanharaide1B,60.217348,24.782505,Available from 12/1/21,899.0,49.0,18.35,2h,sauna
839,block of flats,Espoo,Laaksolahti,Rastasniityntie1,60.232914,24.753493,Available immediately,1021.0,56.0,18.23,2h,sauna
